image_id,timestamp,sonar_ping_id,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,class,confidence,heading_deg,speed_m_s,latitude,longitude,depth_m
IMG-009238,2025-09-09T15:44:55.588221Z,PING-000886,0.1797,0.2768,0.2052,0.4041,fish,0.72,271.03,2.21,25.572635,67.419085,17.84
IMG-009239,2025-09-15T11:14:42.311055Z,PING-017179,0.2611,0.0536,0.3459,0.1051,rock,0.65,238.44,1.35,25.547118,66.787442,156.79
IMG-009240,2025-09-04T19:28:48.663876Z,PING-014136,0.1748,0.0761,0.2688,0.2032,fish,0.85,39.57,1.54,23.524864,67.158638,190.95
IMG-009241,2025-09-15T15:13:20.783571Z,PING-004255,0.5053,0.1659,0.6225,0.2189,fish,0.99,173.65,0.31,23.868187,66.928789,171.84
IMG-009242,2025-09-15T17:29:18.145191Z,PING-000281,0.214,0.6011,0.3314,0.6486,rock,0.85,25.29,2.63,24.272023,67.720484,378.83
IMG-009243,2025-09-15T21:18:16.569177Z,PING-011068,0.1183,0.1154,0.2114,0.2619,rock,0.99,83.13,0.68,24.584695,66.55397,12.81
IMG-009244,2025-09-09T13:05:11.343004Z,PING-012361,0.0644,0.4554,0.1925,0.5048,rock,0.72,341.68,1.9,25.107489,67.072598,261.17
IMG-009245,2025-09-22T05:11:19.598498Z,PING-010794,0.4298,0.1816,0.6223,0.2872,rock,0.73,225.9,0.51,25.392457,67.287301,56.91
IMG-009246,2025-09-09T10:41:32.071989Z,PING-019244,0.1928,0.2802,0.2587,0.3812,fish,0.82,272.05,1.46,24.189437,65.779172,10.46
IMG-009247,2025-09-08T06:39:42.078926Z,PING-006366,0.4578,0.4374,0.6582,0.5012,rock,0.55,213.9,1.55,25.000328,66.681743,96.9
IMG-009248,2025-08-31T18:01:29.780259Z,PING-016240,0.1614,0.2899,0.2774,0.4105,fish,0.69,214.71,1.57,24.984246,67.670434,276.22
IMG-009249,2025-09-03T23:58:56.683811Z,PING-001137,0.1992,0.0888,0.2192,0.1088,rock,0.97,167.46,1.66,25.069868,67.343025,18.88
IMG-009250,2025-08-27T00:57:05.701990Z,PING-019254,0.352,0.2819,0.6739,0.3887,rock,0.75,280.14,1.51,24.525249,66.350643,134.05
IMG-009251,2025-09-13T18:36:58.178436Z,PING-011632,0.0614,0.4492,0.0814,0.5073,fish,0.74,268.37,0.43,25.252029,67.535348,109.23
IMG-009252,2025-09-02T05:24:59.345642Z,PING-004334,0.3452,0.1387,0.5284,0.2178,buoy,0.62,321.74,1.93,24.593091,67.352017,148.56
IMG-009253,2025-09-03T21:27:45.117009Z,PING-003854,0.2237,0.1007,0.3586,0.1704,fish,0.75,335.93,2.88,24.83175,67.952498,37.41
IMG-009254,2025-09-17T21:27:25.937537Z,PING-008128,0.4554,0.155,0.4754,0.175,fish,0.98,19.74,2.24,24.627565,67.365484,42.84
IMG-009255,2025-09-04T14:04:12.004137Z,PING-015546,0.1797,0.22,0.3282,0.3698,rock,0.68,90.62,3.76,25.118899,67.142922,263.68
IMG-009256,2025-09-02T00:51:06.449481Z,PING-019236,0.6935,0.3656,0.8023,0.4788,buoy,0.69,183.42,1.02,24.692436,66.126386,165.29
IMG-009257,2025-08-30T20:11:32.383138Z,PING-014339,0.3736,0.2628,0.4384,0.35,fish,0.87,131.11,0.0,25.40448,67.183661,239.02
IMG-009258,2025-09-18T00:22:07.675839Z,PING-005076,0.211,0.2383,0.3567,0.3133,buoy,0.83,224.06,0.59,25.034725,66.479053,104.45
IMG-009259,2025-08-29T15:51:33.318093Z,PING-014406,0.4643,0.355,0.5839,0.4045,fish,0.87,269.85,2.57,25.301599,67.166134,178.9
IMG-009260,2025-09-08T09:10:24.443952Z,PING-010517,0.1359,0.2909,0.309,0.3849,fish,0.51,314.91,4.22,25.193275,66.583709,307.13
IMG-009261,2025-09-09T23:27:37.558255Z,PING-012171,0.0309,0.5755,0.2217,0.7327,rock,0.99,70.41,2.82,25.270947,66.674095,237.16
IMG-009262,2025-09-15T09:23:29.351064Z,PING-016987,0.6218,0.5575,0.7271,0.7907,mine_like_object,0.89,163.82,0.98,24.825047,67.468249,171.91
IMG-009263,2025-09-13T18:26:05.483590Z,PING-005086,0.3116,0.5717,0.6407,0.5917,buoy,0.78,219.62,0.51,24.524047,66.271809,189.08
IMG-009264,2025-09-19T02:11:22.681657Z,PING-004494,0.6561,0.1751,0.823,0.3508,fish,0.74,339.54,1.2,25.296285,67.187175,47.94
IMG-009265,2025-08-27T02:41:30.414120Z,PING-014767,0.5743,0.2539,0.7076,0.39,wreck,0.81,55.62,2.06,24.683028,67.050504,380.9
IMG-009266,2025-09-03T15:54:29.056011Z,PING-011564,0.4628,0.2554,0.5362,0.3791,wreck,0.62,18.38,3.32,24.076123,66.694278,385.58
IMG-009267,2025-09-03T04:10:02.333249Z,PING-012201,0.1062,0.174,0.2486,0.3625,rock,0.91,285.17,2.24,24.03611,66.333531,250.75
IMG-009268,2025-08-30T03:36:10.516678Z,PING-017505,0.3336,0.211,0.456,0.299,rock,0.68,270.11,0.23,24.729118,66.423372,82.74
IMG-009269,2025-09-03T10:40:44.731379Z,PING-015424,0.0278,0.1764,0.1677,0.3793,buoy,0.93,129.14,1.3,24.789132,67.817856,325.77
IMG-009270,2025-09-04T01:30:06.391641Z,PING-009076,0.3536,0.2014,0.4674,0.3904,fish,0.99,163.09,0.09,25.268826,67.038326,31.93
IMG-009271,2025-09-10T10:13:39.222699Z,PING-003328,0.1733,0.238,0.2155,0.4222,fish,0.75,13.83,1.75,25.911064,68.10144,131.99
IMG-009272,2025-09-14T16:20:16.706760Z,PING-013431,0.1139,0.5311,0.1339,0.5662,fish,0.94,249.29,3.36,24.041566,67.00901,21.54
IMG-009273,2025-09-06T04:51:47.228665Z,PING-000844,0.1514,0.6715,0.2582,0.6932,buoy,0.71,249.62,1.37,24.710916,67.278953,153.76
IMG-009274,2025-09-16T08:29:21.536947Z,PING-011115,0.515,0.3767,0.6187,0.4844,fish,0.65,268.67,0.95,24.518452,66.453796,191.4
IMG-009275,2025-09-04T20:30:35.254981Z,PING-015936,0.1099,0.1512,0.2816,0.268,buoy,0.92,291.24,1.44,24.900001,67.880625,31.65
IMG-009276,2025-09-03T11:28:29.988983Z,PING-019147,0.1517,0.2513,0.2051,0.3404,buoy,0.67,132.6,0.76,24.497142,66.416443,199.66
IMG-009277,2025-09-11T00:07:34.138164Z,PING-019684,0.3168,0.0536,0.3798,0.1057,fish,0.67,17.53,0.15,24.134663,66.869458,145.58
IMG-009278,2025-08-26T11:32:47.503296Z,PING-005455,0.3179,0.3177,0.3814,0.372,buoy,0.49,306.41,0.66,23.645885,67.881504,18.78
IMG-009279,2025-08-28T03:55:08.105842Z,PING-000289,0.0682,0.2405,0.2272,0.3005,fish,0.63,112.07,0.59,24.15842,67.162891,114.72
IMG-009280,2025-09-07T07:24:31.754359Z,PING-003752,0.2908,0.3241,0.3944,0.4181,fish,0.99,23.3,2.5,24.64713,66.656852,245.6
IMG-009281,2025-09-23T01:22:04.445310Z,PING-004356,0.3957,0.244,0.5109,0.3933,fish,0.99,269.7,1.44,24.647143,66.999332,303.32
IMG-009282,2025-09-16T09:57:33.230737Z,PING-011468,0.6591,0.1978,0.79,0.2589,submersible,0.84,41.45,1.31,24.516439,67.025057,199.6
IMG-009283,2025-08-28T09:55:18.765528Z,PING-007120,0.0331,0.1646,0.1445,0.2226,fish,0.98,137.25,1.65,25.203693,65.34055,75.31
IMG-009284,2025-09-20T03:49:10.986511Z,PING-013972,0.2106,0.1349,0.2329,0.2202,fish,0.81,290.51,1.84,25.617843,67.076507,83.58
IMG-009285,2025-09-16T17:43:38.294799Z,PING-008822,0.403,0.4403,0.5336,0.5613,buoy,0.63,52.52,1.77,24.542294,67.018367,278.48
IMG-009286,2025-09-13T02:21:08.092004Z,PING-013525,0.4907,0.3478,0.5649,0.3849,fish,0.83,300.66,2.65,24.51773,66.122991,130.21
IMG-009287,2025-09-19T09:04:54.051282Z,PING-008261,0.0568,0.2705,0.1614,0.3273,wreck,0.79,255.16,0.59,24.663136,66.712209,149.72
IMG-009288,2025-09-06T21:25:47.422733Z,PING-014475,0.2391,0.235,0.2591,0.4312,buoy,0.71,174.78,1.78,24.675723,67.275616,311.55
IMG-009289,2025-09-01T09:57:05.421196Z,PING-016636,0.2391,0.3616,0.3441,0.5481,fish,0.9,330.92,0.08,25.339852,66.902277,308.98
IMG-009290,2025-09-10T03:07:39.321953Z,PING-017605,0.4852,0.2474,0.7109,0.3058,fish,0.79,352.82,0.28,24.63064,66.089255,113.3
IMG-009291,2025-09-11T05:38:12.527881Z,PING-018128,0.0845,0.5174,0.1866,0.6295,rock,0.99,176.7,2.43,25.264422,67.354834,162.38
IMG-009292,2025-09-10T22:03:56.653633Z,PING-002274,0.3783,0.5759,0.4162,0.5959,fish,0.79,171.71,0.64,24.695055,66.590016,90.99
IMG-009293,2025-09-11T17:19:25.964899Z,PING-000150,0.1768,0.0442,0.2272,0.1327,buoy,0.68,339.0,2.91,24.294567,67.177573,97.09
IMG-009294,2025-09-23T05:32:17.845459Z,PING-019808,0.2869,0.042,0.4061,0.091,fish,0.96,223.68,1.1,24.981649,66.674174,116.2
IMG-009295,2025-09-21T20:05:15.352448Z,PING-010721,0.3191,0.4903,0.4389,0.641,rock,0.99,192.74,2.09,24.458643,67.214331,246.22
IMG-009296,2025-09-21T00:59:13.256144Z,PING-009284,0.2652,0.2793,0.3249,0.3193,fish,0.88,222.56,1.35,24.910685,65.757503,17.8
IMG-009297,2025-09-18T19:29:27.071258Z,PING-011216,0.2013,0.0663,0.375,0.1265,fish,0.87,96.32,2.65,25.218106,67.098997,222.92
IMG-009298,2025-09-23T01:44:20.351415Z,PING-000877,0.4808,0.0362,0.6591,0.1131,buoy,0.98,177.15,0.54,24.612056,66.654646,214.08
IMG-009299,2025-08-28T17:23:12.808616Z,PING-007393,0.2297,0.2203,0.3275,0.2708,fish,0.53,151.01,0.79,24.117404,66.637077,159.61
IMG-009300,2025-09-02T17:21:34.191050Z,PING-012620,0.1562,0.5004,0.1762,0.5608,fish,0.73,242.99,0.19,25.202026,67.046114,175.16
IMG-009301,2025-09-09T14:54:39.708520Z,PING-012477,0.3525,0.1563,0.5603,0.1763,submersible,0.69,86.29,2.04,24.793257,67.688846,261.67
IMG-009302,2025-09-20T03:58:32.103559Z,PING-003323,0.7003,0.1928,0.7362,0.3505,rock,0.94,358.03,1.77,25.38658,65.284478,229.69
IMG-009303,2025-09-09T22:11:24.221650Z,PING-009551,0.1994,0.2785,0.4172,0.3736,buoy,0.7,165.62,1.68,25.475149,67.104364,115.01
IMG-009304,2025-09-17T05:03:20.741756Z,PING-008095,0.1818,0.3786,0.2586,0.4582,fish,0.63,333.12,1.09,25.255185,66.684438,160.7
IMG-009305,2025-08-29T22:31:18.771788Z,PING-010339,0.2147,0.0649,0.3462,0.0849,fish,0.64,90.16,2.04,24.296999,66.958603,157.47
IMG-009306,2025-09-02T08:12:31.300618Z,PING-015831,0.0585,0.4152,0.2355,0.5212,buoy,0.76,286.94,2.19,24.993703,66.565572,153.6
IMG-009307,2025-09-16T17:20:58.335721Z,PING-017136,0.2709,0.2392,0.4161,0.2921,buoy,0.89,320.23,1.93,24.526173,67.195469,35.1
IMG-009308,2025-08-30T17:04:45.248420Z,PING-016857,0.1374,0.1766,0.2256,0.1966,fish,0.57,324.64,1.51,24.871517,66.859155,199.83
IMG-009309,2025-09-05T07:26:49.280009Z,PING-002757,0.082,0.2282,0.1202,0.3258,buoy,0.67,238.06,0.69,24.743028,67.205751,136.12
IMG-009310,2025-09-02T17:10:28.037636Z,PING-018857,0.417,0.206,0.4414,0.226,mine_like_object,0.9,293.14,1.51,24.22611,68.392036,64.3
IMG-009311,2025-09-05T06:22:16.208808Z,PING-014768,0.1538,0.4565,0.2419,0.5679,buoy,0.73,75.67,0.9,24.558685,66.620504,135.19
IMG-009312,2025-09-16T00:27:50.632593Z,PING-011982,0.0903,0.1502,0.2531,0.2678,fish,0.81,199.94,0.22,24.613864,67.563466,323.46
IMG-009313,2025-09-05T19:19:14.590905Z,PING-013838,0.1734,0.0885,0.3027,0.1397,rock,0.65,280.12,2.12,25.59806,67.365249,163.68
IMG-009314,2025-09-11T10:15:37.229583Z,PING-013630,0.2366,0.0683,0.4157,0.0966,rock,0.77,81.35,1.12,25.189096,66.957629,36.56
IMG-009315,2025-08-28T18:25:18.122708Z,PING-010161,0.2758,0.2965,0.3277,0.3802,buoy,0.84,142.81,1.5,25.016711,67.114188,73.86
IMG-009316,2025-09-18T22:05:00.558247Z,PING-015825,0.5482,0.2155,0.6087,0.2937,fish,0.83,333.69,1.74,25.102073,65.761609,304.92
IMG-009317,2025-09-05T20:47:26.015063Z,PING-013188,0.2634,0.21,0.3259,0.3081,fish,0.87,21.41,3.09,24.652494,66.978641,152.89
IMG-009318,2025-09-14T05:24:55.237597Z,PING-016156,0.7687,0.1721,0.8096,0.3179,buoy,0.93,235.9,2.22,24.418412,66.526209,240.61
IMG-009319,2025-09-16T12:45:04.544890Z,PING-009415,0.567,0.0868,0.6744,0.1435,submersible,0.73,87.16,1.13,24.748053,67.046024,270.98
IMG-009320,2025-09-01T01:25:35.807497Z,PING-005994,0.1631,0.0456,0.2645,0.1479,buoy,0.65,4.26,2.67,24.79191,67.419699,143.42
IMG-009321,2025-09-21T07:26:12.258382Z,PING-016633,0.4238,0.1452,0.4738,0.3076,rock,0.52,327.55,1.15,25.711499,66.329431,82.08
IMG-009322,2025-09-13T06:09:07.957548Z,PING-003512,0.1221,0.2109,0.3316,0.3671,buoy,0.77,273.97,0.68,26.287246,67.518475,457.5
IMG-009323,2025-09-07T15:09:10.264803Z,PING-003386,0.5039,0.1837,0.7,0.2793,buoy,0.79,235.48,0.4,24.663956,65.913547,228.92
IMG-009324,2025-08-31T05:45:07.493218Z,PING-006123,0.052,0.269,0.1988,0.4669,buoy,0.79,225.13,1.93,24.686093,66.826654,196.28
IMG-009325,2025-09-23T00:55:38.728423Z,PING-005873,0.1236,0.1935,0.3418,0.2946,fish,0.74,347.56,1.82,24.096077,66.424366,137.89
IMG-009326,2025-09-17T10:07:11.482492Z,PING-019548,0.2304,0.2668,0.3566,0.3229,rock,0.63,59.14,2.09,25.471589,65.817657,154.8
IMG-009327,2025-09-01T00:14:54.363988Z,PING-000083,0.1364,0.2664,0.3084,0.373,fish,0.67,88.14,0.77,24.848811,67.635177,153.55
IMG-009328,2025-09-04T21:37:21.025468Z,PING-012398,0.2021,0.5527,0.3394,0.656,rock,0.65,312.59,1.49,24.377667,66.845702,89.88
IMG-009329,2025-09-19T01:26:10.374347Z,PING-003071,0.1822,0.1081,0.2835,0.2032,fish,0.66,100.15,1.46,25.454921,66.331237,120.14
IMG-009330,2025-09-15T15:21:31.200437Z,PING-003101,0.1105,0.2253,0.1917,0.3316,buoy,0.97,1.05,1.25,24.963307,66.519891,183.01
IMG-009331,2025-09-17T17:50:07.584102Z,PING-017705,0.0886,0.4607,0.2226,0.6275,fish,0.65,294.81,1.58,24.05801,66.001287,248.59
IMG-009332,2025-09-08T00:08:07.954319Z,PING-008125,0.4392,0.4556,0.4592,0.6422,buoy,0.75,243.78,2.43,23.933627,66.993894,213.59
IMG-009333,2025-09-16T06:20:01.170151Z,PING-016154,0.2477,0.0953,0.294,0.1193,fish,0.72,191.71,1.23,24.422314,68.00046,289.39
IMG-009334,2025-09-06T08:44:46.427046Z,PING-001153,0.2295,0.189,0.3076,0.2283,rock,0.78,198.28,2.75,24.99968,67.14849,246.05
IMG-009335,2025-09-01T02:34:48.178087Z,PING-007278,0.1283,0.3506,0.2829,0.4108,fish,0.64,277.6,1.0,25.307827,66.904016,0.37
IMG-009336,2025-09-13T17:59:53.571692Z,PING-017432,0.2007,0.3474,0.3622,0.3674,rock,0.6,239.38,1.19,24.284892,67.417971,167.54
IMG-009337,2025-09-24T01:12:02.792535Z,PING-015036,0.3785,0.0674,0.4474,0.1123,fish,0.87,93.63,2.56,25.357705,66.21772,410.12
IMG-009338,2025-09-04T02:06:12.415240Z,PING-017520,0.2811,0.315,0.3011,0.4209,fish,0.61,252.34,0.16,24.708808,67.688443,76.72
IMG-009339,2025-09-08T14:22:07.880398Z,PING-010589,0.1049,0.1404,0.284,0.2303,fish,0.57,342.12,2.37,23.928023,67.139284,84.52
IMG-009340,2025-09-14T23:45:06.251196Z,PING-014300,0.1111,0.3142,0.2194,0.5011,fish,0.61,245.01,1.65,24.939808,67.245715,66.08
IMG-009341,2025-09-11T00:21:18.980644Z,PING-009698,0.2395,0.6304,0.265,0.7113,rock,0.68,24.71,1.69,24.225783,67.462904,93.75
IMG-009342,2025-09-20T01:44:19.543861Z,PING-000630,0.4266,0.3275,0.6548,0.4911,buoy,0.65,234.37,0.13,25.1481,67.020943,112.88
IMG-009343,2025-09-17T14:55:31.792552Z,PING-013793,0.4748,0.7299,0.4948,0.7932,rock,0.77,217.17,0.11,24.403565,65.863782,123.75
IMG-009344,2025-08-27T12:26:41.049794Z,PING-018982,0.2339,0.2463,0.4387,0.4182,fish,0.58,63.01,1.87,24.474026,66.982008,206.0
IMG-009345,2025-09-24T17:20:02.535713Z,PING-007970,0.3036,0.3094,0.3472,0.453,fish,0.65,274.91,0.48,24.448467,66.617312,8.26
IMG-009346,2025-09-17T08:12:01.857424Z,PING-010181,0.2169,0.3667,0.2526,0.432,fish,0.96,139.91,0.58,24.948854,66.909452,188.7
IMG-009347,2025-09-20T16:28:52.093217Z,PING-000734,0.1638,0.5004,0.3119,0.6169,fish,0.96,199.92,1.99,24.705726,66.699668,218.41
IMG-009348,2025-09-14T07:19:59.167134Z,PING-007126,0.5684,0.2405,0.6276,0.3021,fish,0.39,112.78,0.82,24.20492,66.472944,52.12
IMG-009349,2025-09-20T10:59:45.749280Z,PING-010397,0.4442,0.0759,0.6014,0.1922,buoy,0.88,1.52,0.46,24.921696,66.619113,203.51
IMG-009350,2025-08-29T03:23:11.368398Z,PING-004702,0.0673,0.1614,0.2475,0.312,wreck,0.88,123.43,2.76,23.466276,66.743356,307.77
IMG-009351,2025-09-05T04:50:31.167153Z,PING-011096,0.3016,0.0703,0.3288,0.2015,fish,0.89,68.98,1.08,25.012555,66.837585,146.14
IMG-009352,2025-09-21T01:29:37.783206Z,PING-004085,0.1513,0.3906,0.3112,0.5181,fish,0.74,58.92,1.04,25.11036,66.470804,251.83
IMG-009353,2025-08-31T19:39:45.004987Z,PING-007529,0.2039,0.3965,0.2896,0.5101,fish,0.64,335.4,0.76,24.164285,66.262663,278.72
IMG-009354,2025-08-28T02:48:18.216902Z,PING-017559,0.2637,0.0943,0.2837,0.1301,buoy,0.7,174.94,1.23,24.619903,66.837331,130.87
IMG-009355,2025-09-18T09:54:58.989721Z,PING-018101,0.427,0.337,0.5991,0.43,rock,0.9,209.07,1.55,24.880898,66.692323,179.45
IMG-009356,2025-09-19T20:01:14.812810Z,PING-011953,0.1756,0.1446,0.4895,0.281,buoy,0.84,46.45,0.7,23.919497,66.869542,183.02
IMG-009357,2025-08-30T15:34:49.246931Z,PING-001905,0.1467,0.6672,0.2786,0.839,buoy,0.78,128.08,1.45,25.611517,66.873306,16.09
IMG-009358,2025-09-20T09:35:59.484756Z,PING-018008,0.3043,0.2999,0.3547,0.4453,fish,0.62,349.68,4.35,25.081026,67.312846,246.29
IMG-009359,2025-09-15T08:56:36.823571Z,PING-008345,0.3055,0.366,0.3431,0.4243,buoy,0.6,286.53,0.5,24.804227,66.423685,311.04
IMG-009360,2025-09-10T08:55:49.012280Z,PING-010494,0.6491,0.2561,0.713,0.495,fish,0.7,153.49,0.34,24.255209,67.213978,4.96
IMG-009361,2025-09-19T16:15:03.197072Z,PING-006530,0.2165,0.1831,0.277,0.2034,fish,0.59,179.86,1.42,24.049861,67.695325,232.21
IMG-009362,2025-09-07T08:19:48.751618Z,PING-011846,0.1336,0.031,0.2128,0.1966,buoy,0.68,77.18,2.7,24.650717,67.496297,120.61
IMG-009363,2025-08-31T14:08:47.031914Z,PING-017065,0.1871,0.129,0.2071,0.2319,buoy,0.79,222.09,0.05,24.357695,66.060032,16.18
IMG-009364,2025-09-03T07:33:52.835158Z,PING-019552,0.3268,0.036,0.4237,0.1662,fish,0.62,162.79,1.1,24.744083,67.475064,118.24
IMG-009365,2025-09-09T22:11:19.832799Z,PING-000205,0.1908,0.0878,0.2589,0.1194,wreck,0.67,236.13,0.85,24.929929,66.965344,78.15
IMG-009366,2025-09-10T17:01:44.111992Z,PING-015248,0.3514,0.0109,0.4599,0.1794,buoy,0.88,71.13,1.56,23.608423,67.087228,269.57
IMG-009367,2025-09-18T22:29:20.199519Z,PING-006746,0.2595,0.3194,0.4343,0.4234,mine_like_object,0.77,71.5,1.71,25.820327,67.013129,295.89
IMG-009368,2025-09-18T12:14:40.957090Z,PING-011658,0.4485,0.2717,0.5864,0.4415,rock,0.74,194.31,0.66,25.285988,67.869272,55.52
IMG-009369,2025-09-12T05:03:16.813657Z,PING-012006,0.1822,0.2881,0.2827,0.3442,fish,0.66,151.73,0.63,25.826864,66.778306,375.5
IMG-009370,2025-09-18T04:38:10.670266Z,PING-012517,0.1339,0.2163,0.2177,0.3165,fish,0.97,66.0,1.48,25.124845,67.403493,173.88
IMG-009371,2025-08-31T12:32:51.501280Z,PING-019915,0.5388,0.7009,0.5906,0.8658,fish,0.81,262.51,0.38,23.934899,67.472252,178.38
IMG-009372,2025-08-27T06:31:01.951609Z,PING-004230,0.277,0.3784,0.4275,0.5457,fish,0.99,333.2,2.54,24.164095,66.677735,173.84
IMG-009373,2025-09-20T23:29:13.565652Z,PING-012385,0.0901,0.1784,0.2325,0.3051,fish,0.67,165.08,2.66,24.66561,66.951611,73.03
IMG-009374,2025-08-28T00:52:11.945216Z,PING-016109,0.3693,0.2178,0.3893,0.2491,rock,0.77,244.06,0.41,25.134847,67.360586,160.54
IMG-009375,2025-09-02T04:05:11.107279Z,PING-001847,0.254,0.464,0.3174,0.5178,fish,0.89,185.29,0.06,25.328582,67.204093,285.57
IMG-009376,2025-09-15T15:06:01.414809Z,PING-011722,0.3987,0.0768,0.5566,0.1916,rock,0.8,127.17,0.32,23.661618,65.813782,30.75
IMG-009377,2025-09-07T01:16:23.751713Z,PING-007012,0.1705,0.1511,0.4063,0.1818,fish,0.8,29.66,1.73,24.035403,66.784955,25.09
IMG-009378,2025-09-21T01:25:00.507404Z,PING-016819,0.2174,0.5102,0.3318,0.5438,buoy,0.82,309.08,2.46,24.514546,66.784533,145.65
IMG-009379,2025-09-03T17:00:58.325148Z,PING-014417,0.2629,0.0657,0.4155,0.2078,buoy,0.99,102.98,1.35,24.182232,67.061208,264.29
IMG-009380,2025-08-26T03:01:05.227950Z,PING-007663,0.3701,0.1568,0.4807,0.2326,buoy,0.77,31.63,3.0,24.223141,66.84138,89.73
IMG-009381,2025-09-03T18:56:34.117716Z,PING-001052,0.1905,0.2666,0.2434,0.4999,fish,0.86,53.48,0.2,25.203013,66.248274,30.86
IMG-009382,2025-09-12T02:41:05.224870Z,PING-010712,0.1167,0.2466,0.1367,0.3799,fish,0.57,231.89,0.78,24.592928,66.851681,220.33
IMG-009383,2025-09-06T01:08:46.966428Z,PING-004902,0.3717,0.1098,0.402,0.3242,fish,0.72,60.65,0.67,24.413846,66.85543,286.29
IMG-009384,2025-09-10T19:34:44.880310Z,PING-009673,0.1136,0.2393,0.1729,0.3799,rock,0.43,54.6,1.86,24.527766,67.353171,47.11
IMG-009385,2025-09-21T01:37:17.021403Z,PING-003550,0.2914,0.0504,0.3591,0.1013,fish,0.91,40.51,0.23,24.35761,67.044433,96.02
IMG-009386,2025-09-22T03:27:35.957948Z,PING-000676,0.4827,0.2515,0.5859,0.3177,fish,0.81,39.06,1.66,24.204178,67.009002,22.29
IMG-009387,2025-09-02T17:58:19.472966Z,PING-004798,0.2823,0.2963,0.3514,0.3163,fish,0.99,215.56,1.84,24.696736,67.033294,142.38
IMG-009388,2025-09-08T15:12:42.804099Z,PING-013968,0.4057,0.2071,0.613,0.2496,fish,0.73,227.55,2.72,25.126741,65.840435,114.54
IMG-009389,2025-09-11T05:51:15.984889Z,PING-004487,0.5747,0.194,0.6243,0.214,fish,0.93,64.86,0.68,24.350851,67.368126,257.66
IMG-009390,2025-09-23T05:49:54.185637Z,PING-009649,0.246,0.2134,0.2944,0.3357,buoy,0.99,25.56,1.05,23.913422,66.848743,16.6
IMG-009391,2025-09-24T17:28:30.788657Z,PING-001875,0.3097,0.3603,0.3667,0.4582,buoy,0.99,183.37,3.36,24.682501,66.609099,232.08
IMG-009392,2025-09-01T19:57:50.286380Z,PING-017434,0.2033,0.3924,0.2373,0.6868,fish,0.85,250.49,3.08,24.428555,66.621188,11.28
IMG-009393,2025-09-16T13:53:46.523911Z,PING-004736,0.3183,0.2142,0.3946,0.2691,rock,0.79,103.31,0.21,25.711853,66.30851,111.06
IMG-009394,2025-09-06T02:39:11.210691Z,PING-014494,0.3118,0.2196,0.4046,0.319,fish,0.72,1.64,0.64,25.14109,65.994192,135.39
IMG-009395,2025-08-26T00:18:31.143712Z,PING-016555,0.7028,0.3169,0.9223,0.4281,fish,0.61,287.87,2.29,23.992173,67.287604,121.14
IMG-009396,2025-08-26T01:07:57.235537Z,PING-015183,0.1806,0.0875,0.2718,0.182,fish,0.67,133.38,2.75,24.596924,66.652815,192.73
IMG-009397,2025-09-08T14:04:41.788984Z,PING-009283,0.2365,0.3453,0.2854,0.4465,fish,0.87,309.43,1.44,25.567832,67.670931,340.63
IMG-009398,2025-09-09T10:04:18.791890Z,PING-009364,0.3473,0.6703,0.4878,0.8941,fish,0.74,271.88,2.59,25.146257,66.623867,273.66
IMG-009399,2025-08-26T10:43:15.350901Z,PING-007635,0.2882,0.1448,0.4292,0.1911,buoy,0.74,232.85,0.67,24.935912,67.131051,5.92
IMG-009400,2025-09-15T09:03:30.561662Z,PING-018971,0.1925,0.6257,0.2693,0.6457,mine_like_object,0.8,7.49,2.51,24.853275,66.668072,81.05
IMG-009401,2025-09-03T14:09:11.480621Z,PING-006061,0.2202,0.2752,0.2912,0.3224,fish,0.99,9.76,0.62,24.0602,66.530355,40.91
IMG-009402,2025-09-11T13:35:37.616564Z,PING-002367,0.4956,0.6157,0.6075,0.6768,fish,0.68,167.67,1.51,25.939444,67.314512,104.99
IMG-009403,2025-09-03T19:07:56.935028Z,PING-000161,0.1101,0.1211,0.4074,0.1658,rock,0.69,180.39,3.47,25.647594,66.494776,350.92
IMG-009404,2025-08-30T18:48:26.841524Z,PING-008767,0.2507,0.385,0.2976,0.4786,fish,0.4,108.2,0.95,25.088604,67.668169,160.56
IMG-009405,2025-09-06T23:38:09.027831Z,PING-000171,0.0653,0.3436,0.1126,0.3636,buoy,0.59,274.55,2.48,24.288988,67.372161,39.73
IMG-009406,2025-09-01T17:42:27.258920Z,PING-019608,0.149,0.0629,0.1705,0.266,buoy,0.79,191.25,2.61,24.92011,65.906876,322.79
IMG-009407,2025-09-10T19:31:38.829557Z,PING-000453,0.4312,0.4128,0.5465,0.5001,buoy,0.71,209.57,2.39,24.668981,67.198471,95.67
IMG-009408,2025-08-31T17:37:38.247886Z,PING-014464,0.4431,0.1818,0.4631,0.2331,fish,0.78,247.12,2.8,24.952835,66.993179,173.03
IMG-009409,2025-09-10T00:31:22.988846Z,PING-013035,0.0493,0.3009,0.2313,0.3357,wreck,0.67,177.02,0.43,24.77777,66.942815,26.25
IMG-009410,2025-08-30T11:46:59.807923Z,PING-001151,0.1507,0.2599,0.2908,0.334,rock,0.74,11.17,0.41,24.034018,66.858675,204.17
IMG-009411,2025-09-14T21:34:21.144370Z,PING-019683,0.243,0.2398,0.4779,0.31,rock,0.73,124.76,3.13,24.38862,66.336012,87.05
